,Timeline,Covid-19 impact,Country
3835,2/4/20,0,Switzerland
3836,2/5/20,0,Switzerland
3837,2/6/20,0,Switzerland
3838,2/7/20,0,Switzerland
3839,2/8/20,0,Switzerland
3840,2/9/20,0,Switzerland
3841,2/10/20,0,Switzerland
3842,2/11/20,0,Switzerland
3843,2/12/20,0,Switzerland
3844,2/13/20,0,Switzerland
3845,2/14/20,0,Switzerland
3846,2/15/20,0,Switzerland
3847,2/16/20,0,Switzerland
3848,2/17/20,0,Switzerland
3849,2/18/20,0,Switzerland
3850,2/19/20,0,Switzerland
3851,2/20/20,0,Switzerland
3852,2/21/20,0,Switzerland
3853,2/22/20,0,Switzerland
3854,2/23/20,0,Switzerland
3855,2/24/20,0,Switzerland
3856,2/25/20,1,Switzerland
3857,2/26/20,1,Switzerland
3858,2/27/20,8,Switzerland
3859,2/28/20,8,Switzerland
3860,2/29/20,18,Switzerland
3861,3/1/20,27,Switzerland
3862,3/2/20,42,Switzerland
3863,3/3/20,56,Switzerland
3864,1/22/20,0,Austria
3865,1/23/20,0,Austria
3866,1/24/20,0,Austria
3867,1/25/20,0,Austria
3868,1/26/20,0,Austria
3869,1/27/20,0,Austria
3870,1/28/20,0,Austria
3871,1/29/20,0,Austria
3872,1/30/20,0,Austria
3873,1/31/20,0,Austria
3874,2/1/20,0,Austria
3875,2/2/20,0,Austria
3876,2/3/20,0,Austria
3877,2/4/20,0,Austria
3878,2/5/20,0,Austria
3879,2/6/20,0,Austria
3880,2/7/20,0,Austria
3881,2/8/20,0,Austria
3882,2/9/20,0,Austria
3883,2/10/20,0,Austria
3884,2/11/20,0,Austria
3885,2/12/20,0,Austria
3886,2/13/20,0,Austria
3887,2/14/20,0,Austria
3888,2/15/20,0,Austria
3889,2/16/20,0,Austria
3890,2/17/20,0,Austria
3891,2/18/20,0,Austria
3892,2/19/20,0,Austria
3893,2/20/20,0,Austria
3894,2/21/20,0,Austria
3895,2/22/20,0,Austria
3896,2/23/20,0,Austria
3897,2/24/20,0,Austria
3898,2/25/20,2,Austria
3899,2/26/20,2,Austria
3900,2/27/20,3,Austria
3901,2/28/20,3,Austria
3902,2/29/20,9,Austria
3903,3/1/20,14,Austria
3904,3/2/20,18,Austria
3905,3/3/20,21,Austria
3906,1/22/20,0,Israel
3907,1/23/20,0,Israel
3908,1/24/20,0,Israel
3909,1/25/20,0,Israel
3910,1/26/20,0,Israel
3911,1/27/20,0,Israel
3912,1/28/20,0,Israel
3913,1/29/20,0,Israel
3914,1/30/20,0,Israel
3915,1/31/20,0,Israel
3916,2/1/20,0,Israel
3917,2/2/20,0,Israel
3918,2/3/20,0,Israel
3919,2/4/20,0,Israel
3920,2/5/20,0,Israel
3921,2/6/20,0,Israel
3922,2/7/20,0,Israel
3923,2/8/20,0,Israel
3924,2/9/20,0,Israel
3925,2/10/20,0,Israel
3926,2/11/20,0,Israel
3927,2/12/20,0,Israel
3928,2/13/20,0,Israel
3929,2/14/20,0,Israel
3930,2/15/20,0,Israel
3931,2/16/20,0,Israel
3932,2/17/20,0,Israel
3933,2/18/20,0,Israel
3934,2/19/20,0,Israel
3935,2/20/20,0,Israel
3936,2/21/20,1,Israel
3937,2/22/20,1,Israel
3938,2/23/20,1,Israel
3939,2/24/20,1,Israel
3940,2/25/20,1,Israel
3941,2/26/20,2,Israel
3942,2/27/20,3,Israel
3943,2/28/20,4,Israel
3944,2/29/20,7,Israel
3945,3/1/20,10,Israel
3946,3/2/20,10,Israel
3947,3/3/20,12,Israel
3948,1/22/20,0,Pakistan
3949,1/23/20,0,Pakistan
3950,1/24/20,0,Pakistan
3951,1/25/20,0,Pakistan
3952,1/26/20,0,Pakistan
3953,1/27/20,0,Pakistan
3954,1/28/20,0,Pakistan
3955,1/29/20,0,Pakistan
3956,1/30/20,0,Pakistan
3957,1/31/20,0,Pakistan
3958,2/1/20,0,Pakistan
3959,2/2/20,0,Pakistan
3960,2/3/20,0,Pakistan
3961,2/4/20,0,Pakistan
3962,2/5/20,0,Pakistan
3963,2/6/20,0,Pakistan
3964,2/7/20,0,Pakistan
3965,2/8/20,0,Pakistan
3966,2/9/20,0,Pakistan
3967,2/10/20,0,Pakistan
3968,2/11/20,0,Pakistan
3969,2/12/20,0,Pakistan
3970,2/13/20,0,Pakistan
3971,2/14/20,0,Pakistan
3972,2/15/20,0,Pakistan
3973,2/16/20,0,Pakistan
3974,2/17/20,0,Pakistan
3975,2/18/20,0,Pakistan
3976,2/19/20,0,Pakistan
3977,2/20/20,0,Pakistan
3978,2/21/20,0,Pakistan
3979,2/22/20,0,Pakistan
3980,2/23/20,0,Pakistan
3981,2/24/20,0,Pakistan
3982,2/25/20,0,Pakistan
3983,2/26/20,2,Pakistan
3984,2/27/20,2,Pakistan
3985,2/28/20,2,Pakistan
3986,2/29/20,4,Pakistan
3987,3/1/20,4,Pakistan
3988,3/2/20,4,Pakistan
3989,3/3/20,5,Pakistan
3990,1/22/20,0,Brazil
3991,1/23/20,0,Brazil
3992,1/24/20,0,Brazil
3993,1/25/20,0,Brazil
3994,1/26/20,0,Brazil
3995,1/27/20,0,Brazil
3996,1/28/20,0,Brazil
3997,1/29/20,0,Brazil
3998,1/30/20,0,Brazil
3999,1/31/20,0,Brazil
4000,2/1/20,0,Brazil
4001,2/2/20,0,Brazil
4002,2/3/20,0,Brazil
4003,2/4/20,0,Brazil
4004,2/5/20,0,Brazil
4005,2/6/20,0,Brazil
4006,2/7/20,0,Brazil
4007,2/8/20,0,Brazil
4008,2/9/20,0,Brazil
4009,2/10/20,0,Brazil
4010,2/11/20,0,Brazil
4011,2/12/20,0,Brazil
4012,2/13/20,0,Brazil
4013,2/14/20,0,Brazil
4014,2/15/20,0,Brazil
4015,2/16/20,0,Brazil
4016,2/17/20,0,Brazil
4017,2/18/20,0,Brazil
4018,2/19/20,0,Brazil
4019,2/20/20,0,Brazil
4020,2/21/20,0,Brazil
4021,2/22/20,0,Brazil
4022,2/23/20,0,Brazil
4023,2/24/20,0,Brazil
4024,2/25/20,0,Brazil
4025,2/26/20,1,Brazil
4026,2/27/20,1,Brazil
4027,2/28/20,1,Brazil
4028,2/29/20,2,Brazil
4029,3/1/20,2,Brazil
4030,3/2/20,2,Brazil
4031,3/3/20,2,Brazil
4032,1/22/20,0,Georgia
4033,1/23/20,0,Georgia
4034,1/24/20,0,Georgia
4035,1/25/20,0,Georgia
4036,1/26/20,0,Georgia
4037,1/27/20,0,Georgia
4038,1/28/20,0,Georgia
4039,1/29/20,0,Georgia
4040,1/30/20,0,Georgia
4041,1/31/20,0,Georgia
4042,2/1/20,0,Georgia
4043,2/2/20,0,Georgia
4044,2/3/20,0,Georgia
4045,2/4/20,0,Georgia
4046,2/5/20,0,Georgia
4047,2/6/20,0,Georgia
4048,2/7/20,0,Georgia
4049,2/8/20,0,Georgia
4050,2/9/20,0,Georgia
4051,2/10/20,0,Georgia
4052,2/11/20,0,Georgia
4053,2/12/20,0,Georgia
4054,2/13/20,0,Georgia
4055,2/14/20,0,Georgia
4056,2/15/20,0,Georgia
4057,2/16/20,0,Georgia
4058,2/17/20,0,Georgia
4059,2/18/20,0,Georgia
4060,2/19/20,0,Georgia
4061,2/20/20,0,Georgia
4062,2/21/20,0,Georgia
4063,2/22/20,0,Georgia
4064,2/23/20,0,Georgia
4065,2/24/20,0,Georgia
4066,2/25/20,0,Georgia
4067,2/26/20,1,Georgia
4068,2/27/20,1,Georgia
4069,2/28/20,1,Georgia
4070,2/29/20,1,Georgia
4071,3/1/20,3,Georgia
4072,3/2/20,3,Georgia
4073,3/3/20,3,Georgia
4074,1/22/20,0,Greece
4075,1/23/20,0,Greece
4076,1/24/20,0,Greece
4077,1/25/20,0,Greece
4078,1/26/20,0,Greece
4079,1/27/20,0,Greece
4080,1/28/20,0,Greece
4081,1/29/20,0,Greece
4082,1/30/20,0,Greece
4083,1/31/20,0,Greece
4084,2/1/20,0,Greece
4085,2/2/20,0,Greece
4086,2/3/20,0,Greece
4087,2/4/20,0,Greece
4088,2/5/20,0,Greece
4089,2/6/20,0,Greece
4090,2/7/20,0,Greece
4091,2/8/20,0,Greece
4092,2/9/20,0,Greece
4093,2/10/20,0,Greece
4094,2/11/20,0,Greece
4095,2/12/20,0,Greece
4096,2/13/20,0,Greece
4097,2/14/20,0,Greece
4098,2/15/20,0,Greece
4099,2/16/20,0,Greece
4100,2/17/20,0,Greece
4101,2/18/20,0,Greece
4102,2/19/20,0,Greece
4103,2/20/20,0,Greece
4104,2/21/20,0,Greece
4105,2/22/20,0,Greece
4106,2/23/20,0,Greece
4107,2/24/20,0,Greece
4108,2/25/20,0,Greece
4109,2/26/20,1,Greece
4110,2/27/20,3,Greece
4111,2/28/20,4,Greece
4112,2/29/20,4,Greece
4113,3/1/20,7,Greece
4114,3/2/20,7,Greece
4115,3/3/20,7,Greece
4116,1/22/20,0,North Macedonia
4117,1/23/20,0,North Macedonia
4118,1/24/20,0,North Macedonia
4119,1/25/20,0,North Macedonia
4120,1/26/20,0,North Macedonia
4121,1/27/20,0,North Macedonia
4122,1/28/20,0,North Macedonia
4123,1/29/20,0,North Macedonia
4124,1/30/20,0,North Macedonia
4125,1/31/20,0,North Macedonia
4126,2/1/20,0,North Macedonia
4127,2/2/20,0,North Macedonia
4128,2/3/20,0,North Macedonia
4129,2/4/20,0,North Macedonia
4130,2/5/20,0,North Macedonia
4131,2/6/20,0,North Macedonia
4132,2/7/20,0,North Macedonia
4133,2/8/20,0,North Macedonia
4134,2/9/20,0,North Macedonia
4135,2/10/20,0,North Macedonia
4136,2/11/20,0,North Macedonia
4137,2/12/20,0,North Macedonia
4138,2/13/20,0,North Macedonia
4139,2/14/20,0,North Macedonia
4140,2/15/20,0,North Macedonia
4141,2/16/20,0,North Macedonia
4142,2/17/20,0,North Macedonia
4143,2/18/20,0,North Macedonia
4144,2/19/20,0,North Macedonia
4145,2/20/20,0,North Macedonia
4146,2/21/20,0,North Macedonia
4147,2/22/20,0,North Macedonia
4148,2/23/20,0,North Macedonia
4149,2/24/20,0,North Macedonia
4150,2/25/20,0,North Macedonia
4151,2/26/20,1,North Macedonia
4152,2/27/20,1,North Macedonia
4153,2/28/20,1,North Macedonia
4154,2/29/20,1,North Macedonia
4155,3/1/20,1,North Macedonia
4156,3/2/20,1,North Macedonia
4157,3/3/20,1,North Macedonia
4158,1/22/20,0,Norway
4159,1/23/20,0,Norway
4160,1/24/20,0,Norway
4161,1/25/20,0,Norway
4162,1/26/20,0,Norway
4163,1/27/20,0,Norway
4164,1/28/20,0,Norway
4165,1/29/20,0,Norway
4166,1/30/20,0,Norway
4167,1/31/20,0,Norway
4168,2/1/20,0,Norway
4169,2/2/20,0,Norway
4170,2/3/20,0,Norway
4171,2/4/20,0,Norway
4172,2/5/20,0,Norway
4173,2/6/20,0,Norway
4174,2/7/20,0,Norway
4175,2/8/20,0,Norway
4176,2/9/20,0,Norway
4177,2/10/20,0,Norway
4178,2/11/20,0,Norway
4179,2/12/20,0,Norway
4180,2/13/20,0,Norway
4181,2/14/20,0,Norway
4182,2/15/20,0,Norway
4183,2/16/20,0,Norway
4184,2/17/20,0,Norway
4185,2/18/20,0,Norway
4186,2/19/20,0,Norway
4187,2/20/20,0,Norway
4188,2/21/20,0,Norway
4189,2/22/20,0,Norway
4190,2/23/20,0,Norway
4191,2/24/20,0,Norway
4192,2/25/20,0,Norway
4193,2/26/20,1,Norway
4194,2/27/20,1,Norway
4195,2/28/20,6,Norway
4196,2/29/20,15,Norway
4197,3/1/20,19,Norway
4198,3/2/20,25,Norway
4199,3/3/20,32,Norway
4200,1/22/20,0,Romania
4201,1/23/20,0,Romania
4202,1/24/20,0,Romania
4203,1/25/20,0,Romania
4204,1/26/20,0,Romania
4205,1/27/20,0,Romania
4206,1/28/20,0,Romania
4207,1/29/20,0,Romania
4208,1/30/20,0,Romania
4209,1/31/20,0,Romania
4210,2/1/20,0,Romania
4211,2/2/20,0,Romania
4212,2/3/20,0,Romania
4213,2/4/20,0,Romania
4214,2/5/20,0,Romania
4215,2/6/20,0,Romania
4216,2/7/20,0,Romania
4217,2/8/20,0,Romania
4218,2/9/20,0,Romania
4219,2/10/20,0,Romania
4220,2/11/20,0,Romania
4221,2/12/20,0,Romania
4222,2/13/20,0,Romania
4223,2/14/20,0,Romania
4224,2/15/20,0,Romania
4225,2/16/20,0,Romania
4226,2/17/20,0,Romania
4227,2/18/20,0,Romania
4228,2/19/20,0,Romania
4229,2/20/20,0,Romania
4230,2/21/20,0,Romania
4231,2/22/20,0,Romania
4232,2/23/20,0,Romania
4233,2/24/20,0,Romania
4234,2/25/20,0,Romania
4235,2/26/20,1,Romania
4236,2/27/20,1,Romania
4237,2/28/20,3,Romania
4238,2/29/20,3,Romania
4239,3/1/20,3,Romania
4240,3/2/20,3,Romania
4241,3/3/20,3,Romania
4242,1/22/20,0,Denmark
4243,1/23/20,0,Denmark
4244,1/24/20,0,Denmark
4245,1/25/20,0,Denmark
4246,1/26/20,0,Denmark
4247,1/27/20,0,Denmark
4248,1/28/20,0,Denmark
4249,1/29/20,0,Denmark
4250,1/30/20,0,Denmark
4251,1/31/20,0,Denmark
4252,2/1/20,0,Denmark
4253,2/2/20,0,Denmark
4254,2/3/20,0,Denmark
4255,2/4/20,0,Denmark
4256,2/5/20,0,Denmark
4257,2/6/20,0,Denmark
4258,2/7/20,0,Denmark
4259,2/8/20,0,Denmark
4260,2/9/20,0,Denmark
4261,2/10/20,0,Denmark
4262,2/11/20,0,Denmark
4263,2/12/20,0,Denmark
4264,2/13/20,0,Denmark
4265,2/14/20,0,Denmark
4266,2/15/20,0,Denmark
4267,2/16/20,0,Denmark
4268,2/17/20,0,Denmark
4269,2/18/20,0,Denmark
4270,2/19/20,0,Denmark
4271,2/20/20,0,Denmark
4272,2/21/20,0,Denmark
4273,2/22/20,0,Denmark
4274,2/23/20,0,Denmark
4275,2/24/20,0,Denmark
4276,2/25/20,0,Denmark
4277,2/26/20,0,Denmark
4278,2/27/20,1,Denmark
4279,2/28/20,1,Denmark
4280,2/29/20,3,Denmark
4281,3/1/20,4,Denmark
4282,3/2/20,4,Denmark
4283,3/3/20,6,Denmark
4284,1/22/20,0,Estonia
4285,1/23/20,0,Estonia
4286,1/24/20,0,Estonia
4287,1/25/20,0,Estonia
4288,1/26/20,0,Estonia
4289,1/27/20,0,Estonia
4290,1/28/20,0,Estonia
4291,1/29/20,0,Estonia
4292,1/30/20,0,Estonia
4293,1/31/20,0,Estonia
4294,2/1/20,0,Estonia
4295,2/2/20,0,Estonia
4296,2/3/20,0,Estonia
4297,2/4/20,0,Estonia
4298,2/5/20,0,Estonia
4299,2/6/20,0,Estonia
4300,2/7/20,0,Estonia
4301,2/8/20,0,Estonia
4302,2/9/20,0,Estonia
4303,2/10/20,0,Estonia
4304,2/11/20,0,Estonia
4305,2/12/20,0,Estonia
4306,2/13/20,0,Estonia
4307,2/14/20,0,Estonia
4308,2/15/20,0,Estonia
4309,2/16/20,0,Estonia
4310,2/17/20,0,Estonia
4311,2/18/20,0,Estonia
4312,2/19/20,0,Estonia
4313,2/20/20,0,Estonia
4314,2/21/20,0,Estonia
4315,2/22/20,0,Estonia
4316,2/23/20,0,Estonia
4317,2/24/20,0,Estonia
4318,2/25/20,0,Estonia
4319,2/26/20,0,Estonia
4320,2/27/20,1,Estonia
4321,2/28/20,1,Estonia
4322,2/29/20,1,Estonia
4323,3/1/20,1,Estonia
4324,3/2/20,1,Estonia
4325,3/3/20,2,Estonia
4326,1/22/20,0,Netherlands
4327,1/23/20,0,Netherlands
4328,1/24/20,0,Netherlands
4329,1/25/20,0,Netherlands
4330,1/26/20,0,Netherlands
4331,1/27/20,0,Netherlands
4332,1/28/20,0,Netherlands
4333,1/29/20,0,Netherlands
4334,1/30/20,0,Netherlands
4335,1/31/20,0,Netherlands
4336,2/1/20,0,Netherlands
4337,2/2/20,0,Netherlands
4338,2/3/20,0,Netherlands
4339,2/4/20,0,Netherlands
4340,2/5/20,0,Netherlands
4341,2/6/20,0,Netherlands
4342,2/7/20,0,Netherlands
4343,2/8/20,0,Netherlands
4344,2/9/20,0,Netherlands
4345,2/10/20,0,Netherlands
4346,2/11/20,0,Netherlands
4347,2/12/20,0,Netherlands
4348,2/13/20,0,Netherlands
4349,2/14/20,0,Netherlands
4350,2/15/20,0,Netherlands
4351,2/16/20,0,Netherlands
4352,2/17/20,0,Netherlands
4353,2/18/20,0,Netherlands
4354,2/19/20,0,Netherlands
4355,2/20/20,0,Netherlands
4356,2/21/20,0,Netherlands
4357,2/22/20,0,Netherlands
4358,2/23/20,0,Netherlands
4359,2/24/20,0,Netherlands
4360,2/25/20,0,Netherlands
4361,2/26/20,0,Netherlands
4362,2/27/20,1,Netherlands
4363,2/28/20,1,Netherlands
4364,2/29/20,6,Netherlands
4365,3/1/20,10,Netherlands
4366,3/2/20,18,Netherlands
4367,3/3/20,24,Netherlands
4368,1/22/20,0,San Marino
4369,1/23/20,0,San Marino
4370,1/24/20,0,San Marino
4371,1/25/20,0,San Marino
4372,1/26/20,0,San Marino
4373,1/27/20,0,San Marino
4374,1/28/20,0,San Marino
4375,1/29/20,0,San Marino
4376,1/30/20,0,San Marino
4377,1/31/20,0,San Marino
4378,2/1/20,0,San Marino
4379,2/2/20,0,San Marino
4380,2/3/20,0,San Marino
4381,2/4/20,0,San Marino
4382,2/5/20,0,San Marino
4383,2/6/20,0,San Marino
4384,2/7/20,0,San Marino
4385,2/8/20,0,San Marino
4386,2/9/20,0,San Marino
4387,2/10/20,0,San Marino
4388,2/11/20,0,San Marino
4389,2/12/20,0,San Marino
4390,2/13/20,0,San Marino
4391,2/14/20,0,San Marino
4392,2/15/20,0,San Marino
4393,2/16/20,0,San Marino
4394,2/17/20,0,San Marino
4395,2/18/20,0,San Marino
4396,2/19/20,0,San Marino
4397,2/20/20,0,San Marino
4398,2/21/20,0,San Marino
4399,2/22/20,0,San Marino
4400,2/23/20,0,San Marino
4401,2/24/20,0,San Marino
4402,2/25/20,0,San Marino
4403,2/26/20,0,San Marino
4404,2/27/20,1,San Marino
4405,2/28/20,1,San Marino
4406,2/29/20,1,San Marino
4407,3/1/20,1,San Marino
4408,3/2/20,8,San Marino
4409,3/3/20,10,San Marino
4410,1/22/20,0,Belarus
4411,1/23/20,0,Belarus
4412,1/24/20,0,Belarus
4413,1/25/20,0,Belarus
4414,1/26/20,0,Belarus
4415,1/27/20,0,Belarus
4416,1/28/20,0,Belarus
4417,1/29/20,0,Belarus
4418,1/30/20,0,Belarus
4419,1/31/20,0,Belarus
4420,2/1/20,0,Belarus
4421,2/2/20,0,Belarus
4422,2/3/20,0,Belarus
4423,2/4/20,0,Belarus
4424,2/5/20,0,Belarus
4425,2/6/20,0,Belarus
4426,2/7/20,0,Belarus
4427,2/8/20,0,Belarus
4428,2/9/20,0,Belarus
4429,2/10/20,0,Belarus
4430,2/11/20,0,Belarus
4431,2/12/20,0,Belarus
4432,2/13/20,0,Belarus
4433,2/14/20,0,Belarus
4434,2/15/20,0,Belarus
4435,2/16/20,0,Belarus
4436,2/17/20,0,Belarus
4437,2/18/20,0,Belarus
4438,2/19/20,0,Belarus
4439,2/20/20,0,Belarus
4440,2/21/20,0,Belarus
4441,2/22/20,0,Belarus
4442,2/23/20,0,Belarus
4443,2/24/20,0,Belarus
4444,2/25/20,0,Belarus
4445,2/26/20,0,Belarus
4446,2/27/20,0,Belarus
4447,2/28/20,1,Belarus
4448,2/29/20,1,Belarus
4449,3/1/20,1,Belarus
4450,3/2/20,1,Belarus
4451,3/3/20,1,Belarus
4452,1/22/20,0,Canada
4453,1/23/20,0,Canada
4454,1/24/20,0,Canada
4455,1/25/20,0,Canada
4456,1/26/20,0,Canada
4457,1/27/20,0,Canada
4458,1/28/20,0,Canada
4459,1/29/20,0,Canada
4460,1/30/20,0,Canada
4461,1/31/20,0,Canada
4462,2/1/20,0,Canada
4463,2/2/20,0,Canada
4464,2/3/20,0,Canada
4465,2/4/20,0,Canada
4466,2/5/20,0,Canada
4467,2/6/20,0,Canada
4468,2/7/20,0,Canada
4469,2/8/20,0,Canada
4470,2/9/20,0,Canada
4471,2/10/20,0,Canada
4472,2/11/20,0,Canada
4473,2/12/20,0,Canada
4474,2/13/20,0,Canada
4475,2/14/20,0,Canada
4476,2/15/20,0,Canada
4477,2/16/20,0,Canada
4478,2/17/20,0,Canada
4479,2/18/20,0,Canada
4480,2/19/20,0,Canada
4481,2/20/20,0,Canada
4482,2/21/20,0,Canada
4483,2/22/20,0,Canada
4484,2/23/20,0,Canada
4485,2/24/20,0,Canada
4486,2/25/20,0,Canada
4487,2/26/20,0,Canada
4488,2/27/20,0,Canada
4489,2/28/20,1,Canada
4490,2/29/20,1,Canada
4491,3/1/20,1,Canada
4492,3/2/20,1,Canada
4493,3/3/20,1,Canada
4494,1/22/20,0,Iceland
4495,1/23/20,0,Iceland
4496,1/24/20,0,Iceland
4497,1/25/20,0,Iceland
4498,1/26/20,0,Iceland
4499,1/27/20,0,Iceland
4500,1/28/20,0,Iceland
4501,1/29/20,0,Iceland
4502,1/30/20,0,Iceland
4503,1/31/20,0,Iceland
4504,2/1/20,0,Iceland
4505,2/2/20,0,Iceland
4506,2/3/20,0,Iceland
4507,2/4/20,0,Iceland
4508,2/5/20,0,Iceland
4509,2/6/20,0,Iceland
4510,2/7/20,0,Iceland
4511,2/8/20,0,Iceland
4512,2/9/20,0,Iceland
4513,2/10/20,0,Iceland
4514,2/11/20,0,Iceland
4515,2/12/20,0,Iceland
4516,2/13/20,0,Iceland
4517,2/14/20,0,Iceland
4518,2/15/20,0,Iceland
4519,2/16/20,0,Iceland
4520,2/17/20,0,Iceland
4521,2/18/20,0,Iceland
4522,2/19/20,0,Iceland
4523,2/20/20,0,Iceland
4524,2/21/20,0,Iceland
4525,2/22/20,0,Iceland
4526,2/23/20,0,Iceland
4527,2/24/20,0,Iceland
4528,2/25/20,0,Iceland
4529,2/26/20,0,Iceland
4530,2/27/20,0,Iceland
4531,2/28/20,1,Iceland
4532,2/29/20,1,Iceland
4533,3/1/20,3,Iceland
4534,3/2/20,6,Iceland
4535,3/3/20,11,Iceland
4536,1/22/20,0,Lithuania
4537,1/23/20,0,Lithuania
4538,1/24/20,0,Lithuania
4539,1/25/20,0,Lithuania
4540,1/26/20,0,Lithuania
4541,1/27/20,0,Lithuania
4542,1/28/20,0,Lithuania
4543,1/29/20,0,Lithuania
4544,1/30/20,0,Lithuania
4545,1/31/20,0,Lithuania
4546,2/1/20,0,Lithuania
4547,2/2/20,0,Lithuania
4548,2/3/20,0,Lithuania
4549,2/4/20,0,Lithuania
4550,2/5/20,0,Lithuania
4551,2/6/20,0,Lithuania
4552,2/7/20,0,Lithuania
4553,2/8/20,0,Lithuania
4554,2/9/20,0,Lithuania
4555,2/10/20,0,Lithuania
4556,2/11/20,0,Lithuania
4557,2/12/20,0,Lithuania
4558,2/13/20,0,Lithuania
4559,2/14/20,0,Lithuania
4560,2/15/20,0,Lithuania
4561,2/16/20,0,Lithuania
4562,2/17/20,0,Lithuania
4563,2/18/20,0,Lithuania
4564,2/19/20,0,Lithuania
4565,2/20/20,0,Lithuania
4566,2/21/20,0,Lithuania
4567,2/22/20,0,Lithuania
4568,2/23/20,0,Lithuania
4569,2/24/20,0,Lithuania
4570,2/25/20,0,Lithuania
4571,2/26/20,0,Lithuania
4572,2/27/20,0,Lithuania
4573,2/28/20,1,Lithuania
4574,2/29/20,1,Lithuania
4575,3/1/20,1,Lithuania
4576,3/2/20,1,Lithuania
4577,3/3/20,1,Lithuania
4578,1/22/20,0,Mexico
4579,1/23/20,0,Mexico
4580,1/24/20,0,Mexico
4581,1/25/20,0,Mexico
4582,1/26/20,0,Mexico
4583,1/27/20,0,Mexico
4584,1/28/20,0,Mexico
4585,1/29/20,0,Mexico
4586,1/30/20,0,Mexico
4587,1/31/20,0,Mexico
4588,2/1/20,0,Mexico
4589,2/2/20,0,Mexico
4590,2/3/20,0,Mexico
4591,2/4/20,0,Mexico
4592,2/5/20,0,Mexico
4593,2/6/20,0,Mexico
4594,2/7/20,0,Mexico
4595,2/8/20,0,Mexico
4596,2/9/20,0,Mexico
4597,2/10/20,0,Mexico
4598,2/11/20,0,Mexico
4599,2/12/20,0,Mexico
4600,2/13/20,0,Mexico
4601,2/14/20,0,Mexico
4602,2/15/20,0,Mexico
4603,2/16/20,0,Mexico
4604,2/17/20,0,Mexico
4605,2/18/20,0,Mexico
4606,2/19/20,0,Mexico
4607,2/20/20,0,Mexico
4608,2/21/20,0,Mexico
4609,2/22/20,0,Mexico
4610,2/23/20,0,Mexico
4611,2/24/20,0,Mexico
4612,2/25/20,0,Mexico
4613,2/26/20,0,Mexico
4614,2/27/20,0,Mexico
4615,2/28/20,1,Mexico
4616,2/29/20,4,Mexico
4617,3/1/20,5,Mexico
4618,3/2/20,5,Mexico
4619,3/3/20,5,Mexico
4620,1/22/20,0,New Zealand
4621,1/23/20,0,New Zealand
4622,1/24/20,0,New Zealand
4623,1/25/20,0,New Zealand
4624,1/26/20,0,New Zealand
4625,1/27/20,0,New Zealand
4626,1/28/20,0,New Zealand
4627,1/29/20,0,New Zealand
4628,1/30/20,0,New Zealand
4629,1/31/20,0,New Zealand
4630,2/1/20,0,New Zealand
4631,2/2/20,0,New Zealand
4632,2/3/20,0,New Zealand
4633,2/4/20,0,New Zealand
4634,2/5/20,0,New Zealand
4635,2/6/20,0,New Zealand
4636,2/7/20,0,New Zealand
4637,2/8/20,0,New Zealand
4638,2/9/20,0,New Zealand
4639,2/10/20,0,New Zealand
4640,2/11/20,0,New Zealand
4641,2/12/20,0,New Zealand
4642,2/13/20,0,New Zealand
4643,2/14/20,0,New Zealand
4644,2/15/20,0,New Zealand
4645,2/16/20,0,New Zealand
4646,2/17/20,0,New Zealand
4647,2/18/20,0,New Zealand
4648,2/19/20,0,New Zealand
4649,2/20/20,0,New Zealand
4650,2/21/20,0,New Zealand
4651,2/22/20,0,New Zealand
4652,2/23/20,0,New Zealand
4653,2/24/20,0,New Zealand
4654,2/25/20,0,New Zealand
4655,2/26/20,0,New Zealand
4656,2/27/20,0,New Zealand
4657,2/28/20,1,New Zealand
4658,2/29/20,1,New Zealand
4659,3/1/20,1,New Zealand
4660,3/2/20,1,New Zealand
4661,3/3/20,1,New Zealand
4662,1/22/20,0,Nigeria
4663,1/23/20,0,Nigeria
4664,1/24/20,0,Nigeria
4665,1/25/20,0,Nigeria
4666,1/26/20,0,Nigeria
4667,1/27/20,0,Nigeria
4668,1/28/20,0,Nigeria
4669,1/29/20,0,Nigeria
4670,1/30/20,0,Nigeria
4671,1/31/20,0,Nigeria
4672,2/1/20,0,Nigeria
4673,2/2/20,0,Nigeria
4674,2/3/20,0,Nigeria
4675,2/4/20,0,Nigeria
4676,2/5/20,0,Nigeria
4677,2/6/20,0,Nigeria
4678,2/7/20,0,Nigeria
4679,2/8/20,0,Nigeria
4680,2/9/20,0,Nigeria
4681,2/10/20,0,Nigeria
4682,2/11/20,0,Nigeria
4683,2/12/20,0,Nigeria
4684,2/13/20,0,Nigeria
4685,2/14/20,0,Nigeria
4686,2/15/20,0,Nigeria
4687,2/16/20,0,Nigeria
4688,2/17/20,0,Nigeria
4689,2/18/20,0,Nigeria
4690,2/19/20,0,Nigeria
4691,2/20/20,0,Nigeria
4692,2/21/20,0,Nigeria
4693,2/22/20,0,Nigeria
4694,2/23/20,0,Nigeria
4695,2/24/20,0,Nigeria
4696,2/25/20,0,Nigeria
4697,2/26/20,0,Nigeria
4698,2/27/20,0,Nigeria
4699,2/28/20,1,Nigeria
4700,2/29/20,1,Nigeria
4701,3/1/20,1,Nigeria
4702,3/2/20,1,Nigeria
4703,3/3/20,1,Nigeria
